file,pmcid,image_type:radiology~anatomical_region:axial_region,image_type:electrography,image_type:radiology~anatomical_region:axial_region.abdomen,image_type,image_type:pathology,image_type:radiology~anatomical_region,image_type:medical_photograph,image_type:ophthalmic_imaging,image_type:radiology.ultrasound,image_type:endoscopy,image_type:radiology~anatomical_view,image_type:radiology~anatomical_region:upper_limb,image_type:radiology~attribute_angiography,image_type:radiology~contrast_status,image_type:radiology~main,image_type:radiology~anatomical_region:lower_limb,image_type:radiology~anatomical_region:axial_region.thorax,modified_label
PMC10682651_fcvm-10-1277676-g001_C_3_4.webp,PMC10682651,abdomen,,cholangiogram,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,,False
PMC10682651_fcvm-10-1277676-g001_D_4_4.webp,PMC10682651,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC10682651_fcvm-10-1277676-g002_A_1_2.webp,PMC10682651,,,,endoscopy,,,,,,ig_endoscopy,,,,,,,,False
PMC10682651_fcvm-10-1277676-g002_B_2_2.webp,PMC10682651,,,,endoscopy,,,,,,ig_endoscopy,,,,,,,,False
PMC10682700_fendo-14-1205431-g001_L_1_1.webp,PMC10682700,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10682700_fendo-14-1205431-g002_A_1_2.webp,PMC10682700,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,without_contrast,ct,,,False
PMC10682700_fendo-14-1205431-g002_B_2_2.webp,PMC10682700,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,,False
PMC10682704_fimmu-14-1285168-g001_A_1_4.webp,PMC10682704,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10682704_fimmu-14-1285168-g001_B_2_4.webp,PMC10682704,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10682704_fimmu-14-1285168-g001_C_3_4.webp,PMC10682704,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10682704_fimmu-14-1285168-g001_D_4_4.webp,PMC10682704,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10682709_fneur-14-1265345-g0002_undivided_1_1.webp,PMC10682709,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC10682709_fneur-14-1265345-g0003_A_1_4.webp,PMC10682709,head,,,radiology,,axial_region,,,,,axial,,no_angiography,without_contrast,ct,,,False
PMC10682709_fneur-14-1265345-g0003_B_2_4.webp,PMC10682709,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC10682709_fneur-14-1265345-g0003_C_3_4.webp,PMC10682709,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC10682709_fneur-14-1265345-g0003_D_4_4.webp,PMC10682709,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC10682764_fonc-13-1288764-g001_undivided_1_1.webp,PMC10682764,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10682764_fonc-13-1288764-g002_undivided_1_1.webp,PMC10682764,,,,chart,,,,,,,,,,,,,,False
PMC10684255_cro-2023-0016-0001-534657_F01_a_1_4.webp,PMC10684255,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC10684255_cro-2023-0016-0001-534657_F01_b_2_4.webp,PMC10684255,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC10684255_cro-2023-0016-0001-534657_F01_c_3_4.webp,PMC10684255,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10684255_cro-2023-0016-0001-534657_F01_d_4_4.webp,PMC10684255,abdomen,,cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,pet,,,False
PMC10684257_crg-2023-0017-0001-535039_F01_undivided_1_1.webp,PMC10684257,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC10684257_crg-2023-0017-0001-535039_F02_undivided_1_1.webp,PMC10684257,abdomen,,cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC10684257_crg-2023-0017-0001-535039_F03_undivided_1_1.webp,PMC10684257,abdomen,,cholangiogram,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC10684257_crg-2023-0017-0001-535039_F04_undivided_1_1.webp,PMC10684257,thorax,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,other_thoracic_image,False
PMC10684257_crg-2023-0017-0001-535039_F05_undivided_1_1.webp,PMC10684257,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC10684257_crg-2023-0017-0001-535039_F06_undivided_1_1.webp,PMC10684257,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,no_angiography,contrast,ct,,,False
PMC10684257_crg-2023-0017-0001-535039_F07_undivided_1_1.webp,PMC10684257,abdomen,,cholangiogram,radiology,,axial_region,,,,,oblique,,angiography,contrast,x_ray,,,False
PMC10684257_crg-2023-0017-0001-535039_F08_undivided_1_1.webp,PMC10684257,,,,radiology,,upper_limb,,,,,oblique,hand,angiography,contrast,ct,,,False
PMC10684257_crg-2023-0017-0001-535039_F09_undivided_1_1.webp,PMC10684257,abdomen,,cholangiogram,radiology,,axial_region,,,,,frontal,,angiography,contrast,x_ray,,,False
PMC10684257_crg-2023-0017-0001-535039_F10_undivided_1_1.webp,PMC10684257,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC10684257_crg-2023-0017-0001-535039_F11_undivided_1_1.webp,PMC10684257,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC10684257_crg-2023-0017-0001-535039_F12_undivided_1_1.webp,PMC10684257,abdomen,,cholangiogram,radiology,,axial_region,,,,,oblique,,angiography,contrast,x_ray,,,False
PMC10684684_fmed-10-1205446-g001_undivided_1_1.webp,PMC10684684,,,,radiology,,lower_limb,,,doppler,,axial,,angiography,contrast,ultrasound,knee,,False
PMC10684684_fmed-10-1205446-g002_undivided_1_1.webp,PMC10684684,thorax,,,radiology,,axial_region,,,,,axial,,no_angiography,without_contrast,ct,,other_thoracic_image,False
PMC10684684_fmed-10-1205446-g004_undivided_1_1.webp,PMC10684684,,,,chart,,,,,,,,,,,,,,False
PMC10684772_fimmu-14-1275427-g003_A_1_2.webp,PMC10684772,thorax,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,cardiac_image,False
PMC10684772_fimmu-14-1275427-g003_B_2_2.webp,PMC10684772,,,,chart,,,,,,,,,,,,,,False
PMC10685408_j_biol-2022-0672-fig001_a_1_3.webp,PMC10685408,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC10685408_j_biol-2022-0672-fig001_b_2_3.webp,PMC10685408,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC10685408_j_biol-2022-0672-fig001_c_3_3.webp,PMC10685408,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC10685408_j_biol-2022-0672-fig002_a_1_4.webp,PMC10685408,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10685408_j_biol-2022-0672-fig002_b_2_4.webp,PMC10685408,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10685408_j_biol-2022-0672-fig002_c_3_4.webp,PMC10685408,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10685408_j_biol-2022-0672-fig002_d_4_4.webp,PMC10685408,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10686626_cop-2023-0014-0001-534927_F01_a_1_3.webp,PMC10686626,,,,ophthalmic_imaging,,,,slit_lamp_photograph,,,,,,,,,,False
PMC10686626_cop-2023-0014-0001-534927_F01_b_2_3.webp,PMC10686626,,,,ophthalmic_imaging,,,,slit_lamp_photograph,,,,,,,,,,False
PMC10686626_cop-2023-0014-0001-534927_F01_c_3_3.webp,PMC10686626,,,,endoscopy,,,,,,ig_endoscopy,,,,,,,,False
PMC10686626_cop-2023-0014-0001-534927_F02_undivided_1_1.webp,PMC10686626,,,,ophthalmic_imaging,,,,gonioscopy,,,,,,,,,,False
PMC10686627_cro-2023-0016-0001-535097_F01_a_1_3.webp,PMC10686627,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10686627_cro-2023-0016-0001-535097_F01_b_2_3.webp,PMC10686627,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10686627_cro-2023-0016-0001-535097_F01_c_3_3.webp,PMC10686627,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10686627_cro-2023-0016-0001-535097_F03_undivided_1_1.webp,PMC10686627,,ekg,,electrography,,,,,,,,,,,,,,True
PMC10686628_cro-2023-0016-0001-535026_F01_a_1_2.webp,PMC10686628,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC10686628_cro-2023-0016-0001-535026_F01_b_2_2.webp,PMC10686628,head,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,,False
PMC10686628_cro-2023-0016-0001-535026_F02_a_1_4.webp,PMC10686628,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC10686628_cro-2023-0016-0001-535026_F02_b_2_4.webp,PMC10686628,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC10686628_cro-2023-0016-0001-535026_F02_c_3_4.webp,PMC10686628,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC10686628_cro-2023-0016-0001-535026_F02_d_4_4.webp,PMC10686628,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC10686628_cro-2023-0016-0001-535026_F03_a_1_3.webp,PMC10686628,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10686628_cro-2023-0016-0001-535026_F03_b_2_3.webp,PMC10686628,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10686628_cro-2023-0016-0001-535026_F03_c_3_3.webp,PMC10686628,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10686631_cro-2023-0016-0001-534737_F02_undivided_1_1.webp,PMC10686631,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10686631_cro-2023-0016-0001-534737_F03_undivided_1_1.webp,PMC10686631,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10686631_cro-2023-0016-0001-534737_F04_undivided_1_1.webp,PMC10686631,abdomen,,cholangiogram,radiology,,axial_region,,,no_doppler,,transabdominal,,no_angiography,contrast,ultrasound,,,True
PMC10687180_fphar-14-1320641-g001_undivided_1_1.webp,PMC10687180,,,,chart,,,,,,,,,,,,,,False
PMC10687400_fimmu-14-1280020-g001_undivided_1_1.webp,PMC10687400,,,,chart,,,,,,,,,,,,,,False
PMC10687451_fcvm-10-1279981-g001_undivided_1_1.webp,PMC10687451,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC10687577_fcvm-10-1299192-g001_A_1_3.webp,PMC10687577,thorax,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,cardiac_image,False
PMC10687577_fcvm-10-1299192-g001_B_2_3.webp,PMC10687577,thorax,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,cardiac_image,False
PMC10687577_fcvm-10-1299192-g001_C_3_3.webp,PMC10687577,abdomen,,cholangiogram,radiology,,axial_region,,,,,frontal,,angiography,contrast,ct,,,False
PMC10687577_fcvm-10-1299192-g002_A_1_3.webp,PMC10687577,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC10687577_fcvm-10-1299192-g002_B_2_3.webp,PMC10687577,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,,False
PMC10687577_fcvm-10-1299192-g002_C_3_3.webp,PMC10687577,thorax,,,radiology,,axial_region,,,,,oblique,,angiography,contrast,ct,,cardiac_image,False
PMC10687577_fcvm-10-1299192-g003_A_1_3.webp,PMC10687577,abdomen,,cholangiogram,radiology,,axial_region,,,,,oblique,,angiography,contrast,x_ray,,,False
PMC10687577_fcvm-10-1299192-g003_B_2_3.webp,PMC10687577,abdomen,,cholangiogram,radiology,,axial_region,,,,,frontal,,angiography,contrast,x_ray,,,False
PMC10687577_fcvm-10-1299192-g003_C_3_3.webp,PMC10687577,abdomen,,cholangiogram,radiology,,axial_region,,,,,oblique,,angiography,contrast,x_ray,,,False
PMC10687577_fcvm-10-1299192-g004_A_1_3.webp,PMC10687577,thorax,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,cardiac_image,False
PMC10687577_fcvm-10-1299192-g004_B_2_3.webp,PMC10687577,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,cardiac_image,False
PMC10687577_fcvm-10-1299192-g004_C_3_3.webp,PMC10687577,thorax,,,radiology,,axial_region,,,,,oblique,,angiography,contrast,ct,,other_thoracic_image,False
PMC10687782_autopsy-13-e2023451-g01_undivided_1_1.webp,PMC10687782,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,no_angiography,contrast,pet,,,False
PMC10687791_autopsy-13-e2023448-g01_A_1_3.webp,PMC10687791,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC10687791_autopsy-13-e2023448-g01_B_2_3.webp,PMC10687791,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC10687791_autopsy-13-e2023448-g01_C_3_3.webp,PMC10687791,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC10687791_autopsy-13-e2023448-g02_A_1_2.webp,PMC10687791,,,,pathology,immunostaining,,,,,,,,,,,,,True
PMC10687791_autopsy-13-e2023448-g02_B_2_2.webp,PMC10687791,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10687791_autopsy-13-e2023448-g03_A_1_2.webp,PMC10687791,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10687791_autopsy-13-e2023448-g03_B_2_2.webp,PMC10687791,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10687792_autopsy-13-e2023456-g01_undivided_1_1.webp,PMC10687792,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10688211_autopsy-13-e2023454-g01_A_1_2.webp,PMC10688211,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10688211_autopsy-13-e2023454-g01_B_2_2.webp,PMC10688211,head,,,radiology,,axial_region,,,,,panoramic,,angiography,contrast,x_ray,,,False
PMC10688211_autopsy-13-e2023454-g02_A_1_2.webp,PMC10688211,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10688211_autopsy-13-e2023454-g02_B_2_2.webp,PMC10688211,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10688261_autopsy-13-e2023455-g01_undivided_1_1.webp,PMC10688261,head,,,radiology,,axial_region,,,,,frontal,,angiography,contrast,ct,,,False
PMC10688261_autopsy-13-e2023455-g03_undivided_1_1.webp,PMC10688261,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10688263_autopsy-13-e2023449-g01_undivided_1_1.webp,PMC10688263,thorax,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,other_thoracic_image,False
PMC10688263_autopsy-13-e2023449-g02_undivided_1_1.webp,PMC10688263,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10688263_autopsy-13-e2023449-g03_undivided_1_1.webp,PMC10688263,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10688263_autopsy-13-e2023449-g04_B_1_1.webp,PMC10688263,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10688996_cro-2023-0016-0001-533476_F01_undivided_1_1.webp,PMC10688996,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,pet,,other_thoracic_image,False
PMC10689262_gr1b_B_1_1.webp,PMC10689262,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10689262_gr2b_undivided_1_1.webp,PMC10689262,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,ct,,,False
PMC10690390_CEJU-76-69-g001_A_1_3.webp,PMC10690390,,,,radiology,,whole_body,,,,,frontal,,no_angiography,contrast,pet,,,False
PMC10690390_CEJU-76-69-g001_B_2_3.webp,PMC10690390,abdomen,,cholangiogram,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC10690390_CEJU-76-69-g001_C_3_3.webp,PMC10690390,abdomen,,cholangiogram,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC10690390_CEJU-76-69-g002_undivided_1_1.webp,PMC10690390,,,,radiology,,whole_body,,,,,axial,,no_angiography,contrast,pet,,,False
PMC10690590_fneur-14-1295374-g0001_A_1_12.webp,PMC10690590,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC10690590_fneur-14-1295374-g0001_B_2_12.webp,PMC10690590,thorax,,,radiology,,axial_region,,,,,axial,,no_angiography,without_contrast,ct,,other_thoracic_image,False
PMC10690590_fneur-14-1295374-g0001_C_3_12.webp,PMC10690590,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC10690590_fneur-14-1295374-g0001_D_4_12.webp,PMC10690590,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC10690590_fneur-14-1295374-g0001_E_5_12.webp,PMC10690590,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC10690590_fneur-14-1295374-g0001_F_6_12.webp,PMC10690590,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,True
PMC10690590_fneur-14-1295374-g0001_G_7_12.webp,PMC10690590,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC10690590_fneur-14-1295374-g0001_H_8_12.webp,PMC10690590,thorax,,,radiology,,axial_region,,,,,axial,,no_angiography,without_contrast,ct,,other_thoracic_image,False
PMC10690590_fneur-14-1295374-g0001_I_9_12.webp,PMC10690590,thorax,,,radiology,,axial_region,,,,,axial,,angiography,without_contrast,ct,,other_thoracic_image,False
PMC10690590_fneur-14-1295374-g0001_J_10_12.webp,PMC10690590,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10690590_fneur-14-1295374-g0001_K_11_12.webp,PMC10690590,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10690590_fneur-14-1295374-g0001_L_12_12.webp,PMC10690590,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10690590_fneur-14-1295374-g0002_undivided_1_1.webp,PMC10690590,,,,chart,,,,,,,,,,,,,,False
PMC10690767_fmed-10-1285753-g001_A_1_4.webp,PMC10690767,,,,ophthalmic_imaging,,,,slit_lamp_photograph,,,,,,,,,,False
PMC10690767_fmed-10-1285753-g001_B_2_4.webp,PMC10690767,,,,pathology,fish,,,,,,,,,,,,,False
PMC10690767_fmed-10-1285753-g001_C_3_4.webp,PMC10690767,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10690767_fmed-10-1285753-g001_D_4_4.webp,PMC10690767,,,,pathology,fish,,,,,,,,,,,,,False
PMC10690767_fmed-10-1285753-g003_undivided_1_1.webp,PMC10690767,breast,,,radiology,,axial_region,,,doppler,,oblique,,angiography,contrast,ultrasound,,,False
PMC10690767_fmed-10-1285753-g005_undivided_1_1.webp,PMC10690767,,,,chart,,,,,,,,,,,,,,False
PMC10691311_2317-6385-eins-21-eRC0319-gf01_undivided_1_1.webp,PMC10691311,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10691314_2317-6385-eins-21-eRC0326-gf01_A_1_2.webp,PMC10691314,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC10691314_2317-6385-eins-21-eRC0326-gf01_B_2_2.webp,PMC10691314,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10691314_2317-6385-eins-21-eRC0326-gf02_A_1_2.webp,PMC10691314,,,,pathology,fish,,,,,,,,,,,,,False
PMC10691314_2317-6385-eins-21-eRC0326-gf02_B_2_2.webp,PMC10691314,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10691372_CMAR-15-1343-g0001_A_1_2.webp,PMC10691372,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC10691372_CMAR-15-1343-g0001_B_2_2.webp,PMC10691372,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC10691372_CMAR-15-1343-g0003_undivided_1_1.webp,PMC10691372,,,,chart,,,,,,,,,,,,,,False
PMC10691377_fneur-14-1244192-g001_A_1_6.webp,PMC10691377,head,,,radiology,,axial_region,,,,,axial,,angiography,without_contrast,ct,,,False
PMC10691377_fneur-14-1244192-g001_B_2_6.webp,PMC10691377,head,,,radiology,,axial_region,,,,,axial,,angiography,without_contrast,ct,,,False
PMC10691377_fneur-14-1244192-g001_C_3_6.webp,PMC10691377,head,,,radiology,,axial_region,,,,,frontal,,angiography,contrast,ct,,,False
PMC10691377_fneur-14-1244192-g001_D_4_6.webp,PMC10691377,neck,,,radiology,,axial_region,,,no_doppler,,sagittal,,no_angiography,contrast,ultrasound,,,True
PMC10691377_fneur-14-1244192-g001_E_5_6.webp,PMC10691377,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC10691377_fneur-14-1244192-g001_F_6_6.webp,PMC10691377,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC10691377_fneur-14-1244192-g002_undivided_1_1.webp,PMC10691377,,,,chart,,,,,,,,,,,,,,False
PMC10691430_IJWH-15-1857-g0001_undivided_1_1.webp,PMC10691430,,ekg,,electrography,,,,,,,,,,,,,,False
PMC10691445_autopsy-13-e2023447-g02_A_1_2.webp,PMC10691445,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC10691445_autopsy-13-e2023447-g02_B_2_2.webp,PMC10691445,head,,,radiology,,axial_region,,,,,axial,,no_angiography,without_contrast,ct,,,False
PMC10691805_1678-9946-rimtsp-65-S1678-9946202365057-gf03_undivided_1_1.webp,PMC10691805,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC10691828_cro-2023-0016-0001-534802_F02_a_1_4.webp,PMC10691828,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10691828_cro-2023-0016-0001-534802_F02_b_2_4.webp,PMC10691828,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10691828_cro-2023-0016-0001-534802_F02_c_3_4.webp,PMC10691828,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10691828_cro-2023-0016-0001-534802_F02_d_4_4.webp,PMC10691828,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10691828_cro-2023-0016-0001-534802_F03_undivided_1_1.webp,PMC10691828,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC10691829_cop-2023-0014-0001-535235_F01_a_1_6.webp,PMC10691829,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC10691829_cop-2023-0014-0001-535235_F01_b_2_6.webp,PMC10691829,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC10691829_cop-2023-0014-0001-535235_F01_c_3_6.webp,PMC10691829,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC10691829_cop-2023-0014-0001-535235_F01_d_4_6.webp,PMC10691829,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC10691829_cop-2023-0014-0001-535235_F01_e_5_6.webp,PMC10691829,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC10691829_cop-2023-0014-0001-535235_F01_f_6_6.webp,PMC10691829,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC10691829_cop-2023-0014-0001-535235_F02_a_1_3.webp,PMC10691829,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC10691829_cop-2023-0014-0001-535235_F02_b_2_3.webp,PMC10691829,head,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,mri,,,False
PMC10691829_cop-2023-0014-0001-535235_F02_c_3_3.webp,PMC10691829,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC10691830_cro-2023-0016-0001-534181_F01_a_1_8.webp,PMC10691830,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC10691830_cro-2023-0016-0001-534181_F01_b_2_8.webp,PMC10691830,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC10691830_cro-2023-0016-0001-534181_F01_c_3_8.webp,PMC10691830,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,no_angiography,contrast,ct,,,False
PMC10691830_cro-2023-0016-0001-534181_F01_d_4_8.webp,PMC10691830,abdomen,,cholangiogram,radiology,,axial_region,,,,,axial,,no_angiography,contrast,ct,,,False
PMC10691830_cro-2023-0016-0001-534181_F01_e_5_8.webp,PMC10691830,,,,radiology,,lower_limb,,,,,axial,,angiography,contrast,ct,thigh,,False
PMC10691830_cro-2023-0016-0001-534181_F01_f_6_8.webp,PMC10691830,,,,radiology,,lower_limb,,,,,axial,,no_angiography,contrast,ct,thigh,,False
PMC10691830_cro-2023-0016-0001-534181_F01_g_7_8.webp,PMC10691830,,,,radiology,,lower_limb,,,,,axial,,angiography,contrast,ct,lower_leg,,False
PMC10691830_cro-2023-0016-0001-534181_F01_h_8_8.webp,PMC10691830,,,,radiology,,lower_limb,,,,,axial,,no_angiography,contrast,ct,lower_leg,,False
